USW00054743,NJ,CALDWELL ESSEX CO AP
USW00054756,MA,ORANGE MUNI AP
USW00054757,NY,WELLSVILLE MUNI AP
USW00054767,CT,WILLIMANTIC WINDHAM AP
USW00054768,MA,NORTH ADAMS HARRIMAN AP
USW00054769,MA,PLYMOUTH MUNI AP
USW00054770,NH,JAFFREY MUNI AP
USW00054771,VT,MORRISVILLE STOWE STATE AP
USW00054772,ME,FRYEBURG E SLOPES AP
USW00054773,NY,FULTON OSWEGO CO AP
USW00054777,MA,TAUNTON MUNI AP
USW00054778,NY,PENN YAN AP
USW00054779,NJ,ANDOVER AEROFLEX AP
USW00054780,NY,MONTAUK AP
USW00054781,VT,BENNINGTON MORSE ST AP
USW00054782,PA,POTTSTOWN LIMERICK AP
USW00054785,NJ,SOMERVILLE SOMERSET AP
USW00054786,PA,DOYLESTOWN AP
USW00054787,NY,FARMINGDALE AP
USW00054788,CT,MERIDEN MARKHAM MUNI AP
USW00054789,PA,MT POCONO MOUNTAINS AP
USW00054790,NY,SHIRLEY BROOKHAVEN AP
USW00054791,NH,ROCHESTER SKYHAVEN AP
USW00054792,PA,CLEARFIELD LAWRENCE AP
USW00054793,NJ,SUSSEX AP
USW00063870,AL,FLORALA MUNI AP
USW00063871,FL,BONIFAY TRI CO AP
USW00063872,AL,WEEDON FLD AP
USW00063874,AL,GREENVILLE CRENSHAW AP
USW00064776,NY,PLATTSBURGH INTL AP
USW00073805,FL,NW FLORIDA BEACHES INTL AP
USW00092802,FL,TAMPA BAY EXEC AP
USW00092806,FL,ST PETERSBURG AP
USW00092809,FL,HOLLYWOOD NORTH PERRY AP
USW00093005,CO,DURANGO LA PLATA CO AP
USW00093009,CO,LEADVILLE LAKE CO AP
USW00093013,CO,MONTROSE RGNL AP
USW00093026,AZ,DOUGLAS BISBEE INL AP
USW00093027,AZ,ST JOHNS INDUSTRIAL AP
USW00093033,NM,CARLSBAD CAVERN CITY AP
USW00093037,CO,COLORADO SPRINGS MUNI AP
USW00093042,TX,DALHART MUNI AP
USW00093045,NM,TRUTH OR CONSEQUENCE AP
USW00093057,NM,GRANTS MILAN MUNI AP
USW00093058,CO,PUEBLO MEM AP
USW00093063,NM,SILVER CITY WB AP
USW00093067,CO,DENVER CENTENNIAL AP
USW00093069,CO,CORTEZ MONTEZUMA CO AP
USW00093073,CO,ASPEN PITKIN CO AP
USW00093075,UT,MOAB CANYONLAND AP
USW00093084,AZ,SAFFORD MUNI AP
USW00093110,CA,OXNARD VENTURA CO AP
USW00093123,NV,FALLON CAA AP
USW00093129,UT,CEDAR CITY MUNI AP
USW00093138,CA,PALM SPRINGS RGNL AP
USW00093141,UT,PRICE CARBON CO AP
USW00093167,AZ,KINGMAN MOHAVE CO AP
USW00093184,CA,SANTA ANA JOHN WAYNE AP
USW00093193,CA,FRESNO YOSEMITE INTL AP
USW00093197,CA,SANTA MONICA MUNI AP
USW00093198,UT,ST GEORGE CAA AP
USW00093205,CA,MARYSVILLE YUBA CO AP
USW00093206,CA,SAN LUIS OBISPO AP
USW00093209,CA,PASO ROBLES MUNI AP
USW00093210,CA,OROVILLE MUNI AP
USW00093225,CA,SACRAMENTO METRO AP
USW00093227,CA,NAPA CO AP
USW00093230,CA,SOUTH LAKE TAHOE AP
USW00093241,CA,VACAVILLE NUT TREE AP
USW00093242,CA,MADERA MUNI AP
USW00093706,MD,HAGERSTOWN WASHINGTON CO AP
USW00093718,SC,N MYRTLE BCH AP
USW00093719,NC,NEW BERN CRAVEN CO AP
USW00093720,MD,SALISBURY WICOMICO RGNL AP
USW00093721,MD,BALTIMORE WASH INTL AP
USW00093729,NC,CAPE HATTERAS AP
USW00093730,NJ,ATLANTIC CITY INTL AP
USW00093736,VA,CHARLOTTESVILLE AP
USW00093738,VA,WASHINGTON DC DULLES AP
USW00093740,NC,FAYETTEVILLE RGNL AP
USW00093741,VA,NEWPORT NEWS INTL AP
USW00093759,NC,ROCKY MT WILSON AP
USW00093775,VA,ASHLAND HANOVER CO MUNI AP
USW00093778,PA,YORK AP
USW00093780,NJ,MT HOLLY S JERSEY AP
USW00093781,NC,ROANOKE RAPIDS AP
USW00093782,NC,LAURINBURG MAXTON AP
USW00093783,NC,BURLINGTON ALAMANCE AP
USW00093785,NC,CHAPEL HILL WILLIAMS AP
USW00093786,MD,OCEAN CITY MUNI AP
USW00093801,GA,ROME R B RUSSELL AP
USW00093803,TN,SMITHVILLE CAA AP
USW00093804,SC,SPARTANBURG WB AP
USW00093806,AL,TUSCALOOSA MUNI AP
USW00093807,NC,WINSTON SALEM RYNLDS AP
USW00093808,KY,BOWLING GREEN WARREN CO AP
USW00093810,IL,CARBONDALE SOUTHERN IL AP
USW00093812,OH,CINCINNATI LUNKEN AP
USW00093814,KY,CINCINNATI NORTHERN KY AP
USW00093815,OH,DAYTON INTL AP
USW00093817,IN,EVANSVILLE REGIONAL AP
USW00093820,KY,LEXINGTON BLUEGRASS AP
USW00093821,KY,LOUISVILLE INTL AP
USW00093822,IL,SPRINGFIELD CAPITAL AP
USW00093823,IN,TERRE HAUTE CAA AP
USW00093824,OH,ZANESVILLE MUNI AP
USW00093836,GA,BRUNSWICK GLYNN CO AP
USW00093842,GA,COLUMBUS METRO AP
USW00093843,AL,DOTHAN FAA AP
USW00093845,GA,VALDOSTA RGNL AP
USW00093846,SC,ANDERSON CO AP
USW00093862,MS,TUPELO RGNL AP
USW00093874,MS,GULFPORT - BILOXI AP
USW00093909,KS,OLATHE JOHNSON CO AP
USW00093915,LA,ALEXANDRIA INTL AP
USW00093919,MS,MCCOMB/PIKE CO/JOHN E LEWIS AP
USW00093950,OK,MCALESTER RGNL AP
USW00093967,KS,COFFEYVILLE MUNI AP
USW00093985,TX,MINERAL WELLS AP
USW00093986,OK,HOBART MUNI AP
USW00093987,TX,LUFKIN ANGELINA CO AP
USW00093989,IL,QUINCY RGNL AP
USW00093990,KS,HILL CITY MUNI AP
USW00093991,AR,WALNUT RIDGE FAA AP
USW00093992,AR,EL DORADO S AR RGNL AP
USW00093996,MO,FARMINGTON FAA AP
USW00093997,KS,RUSSELL MUNI AP
USW00093999,MS,VICKSBURG CAA AP 2
USW00094008,MT,GLASGOW INTL AP
USW00094012,MT,HAVRE CITY CO AP
USW00094014,ND,WILLISTON SLOULIN INTL AP
USW00094017,MT,WOLF POINT INTL AP
USW00094023,WY,GILLETTE CAMPBELL AP
USW00094030,UT,VERNAL MUNICIPAL AP
USW00094032,SD,CUSTER CO AP
USW00094038,ND,HETTINGER MUNI AP
USW00094039,SD,PINE RIDGE AP
USW00094040,NE,MCCOOK MUNI AP
USW00094050,CO,MEEKER AP
USW00094051,MT,JORDAN AP
USW00094052,SD,MOBRIDGE MUNI AP
USW00094053,WY,TORRINGTON MUNI AP
USW00094054,WY,BUFFALO JOHNSON CO AP
USW00094055,MT,BAKER MUNI AP
USW00094056,SD,FAITH MUNI AP
USW00094057,WY,DOUGLAS CONVERSE CO AP
USW00094107,OR,ROME ST AP
USW00094119,WA,DEER PARK AP
USW00094128,UT,LOGAN CACHE AP
USW00094129,WA,PULLMAN MOSCOW RGNL AP
USW00094178,ID,TWIN FALLS SUN VLY RGNL AP
USW00094182,ID,MCCALL AP
USW00094185,OR,BURNS MUNI AP
USW00094194,ID,REXBURG MADISON CO AP
USW00094197,WA,OMAK AP
USW00094224,OR,ASTORIA RGNL AP
USW00094225,WA,HOQUIAM BOWERMAN AP
USW00094236,OR,KLAMATH FALLS INTL AP
USW00094239,WA,WENATCHEE PANGBORN AP
USW00094240,WA,QUILLAYUTE STATE AP
USW00094248,WA,RENTON MUNI AP
USW00094261,OR,PORTLAND-HILLSBORO AP
USW00094266,WA,PORT ANGELES INTL AP
USW00094273,OR,MCMINNVILLE MUNI AP
USW00094274,WA,TACOMA NARROWS AP
USW00094276,WA,FRIDAY HARBOR AP
USW00094281,OR,AURORA STATE AP
USW00094298,WA,VANCOUVER PEARSON AP
USW00094299,CA,ALTURAS MUNI AP
USW00094623,ME,WISCASSET AP
USW00094624,MA,CHATHAM MUNI AP
USW00094700,NH,BERLIN MUNI AP
USW00094702,CT,BRIDGEPORT SIKORSKY MEM AP
USW00094704,NY,DANSVILLE MUNI AP
USW00094705,VT,BARRE MONTPELIER AP
USW00094720,MA,HYANNIS BARNSTABLE MUNI AP
USW00094723,MA,LAWRENCE MUNI AP
USW00094724,MA,VINEYARD HAVEN AP
USW00094725,NY,MASSENA INTL AP
USW00094726,MA,NEW BEDFORD MUNI AP
USW00094732,PA,PHILADELPHIA NE AP
USW00094733,NY,PLATTSBURGH CLINTON AP
USW00094740,NY,SARANAC RGNL AP
USW00094741,NJ,TETERBORO AP
USW00094745,NY,WESTCHESTER CO AP
USW00094746,MA,WORCESTER RGNL AP
USW00094765,NH,LEBANON MUNI AP
USW00094789,NY,NEW YORK JFK INTL AP
USW00094790,NY,WATERTOWN INTL AP
USW00094793,RI,BLOCK ISLAND STATE AP
USW00094794,NY,UTICA ONEIDA CO AP
USW00094814,MI,HOUGHTON LK ROSCOMMON AP
USW00094815,MI,KALAMAZOO BATTLE CK INTL AP
USW00094817,MI,PONTIAC OAKLAND CO INTL AP
USW00094818,WI,RACINE BATTEN AP
USW00094822,IL,ROCKFORD GTR ROCKFORD AP
USW00094823,PA,PITTSBURGH INTL AP
USW00094830,OH,TOLEDO EXPRESS AP
USW00094846,IL,CHICAGO OHARE INTL AP
USW00094847,MI,DETROIT METRO AP
USW00094849,MI,ALPENA CO RGNL AP
USW00094855,WI,OSHKOSH WITTMAN AP
USW00094870,IL,CHAMPAIGN WILLARD AP
USW00094871,MI,BENTON HARBOR AP
USW00094889,MI,ANN ARBOR MUNI AP
USW00094892,IL,WEST CHICAGO DUPAGE AP
USW00094893,MI,IRON MTN FORD AP
USW00094895,IN,MUNCIE DELAWARE CO AP
USW00094908,IA,DUBUQUE RGNL AP
USW00094910,IA,WATERLOO MUNI AP
USW00094929,WI,ASHLAND KENNEDY MEM AP
USW00094931,MN,HIBBING CHISHOLM HIBBING AP
USW00094938,MN,BRAINERD CROW WING CO AP
USW00094943,SD,CHAMBERLAIN MUNI AP
USW00094946,NE,BROKEN BOW MUNI AP
USW00094949,NE,HASTINGS MUNI AP
USW00094950,SD,MITCHELL MUNI AP
USW00094960,MN,MPLS CRYSTAL AP
USW00094961,MN,BAUDETTE INTL AP
USW00094963,MN,MPLS FLYING CLOUD AP
USW00094967,MN,PARK RAPIDS MUNI AP
USW00094971,IA,ESTHERVILLE MUNI AP
USW00094973,WI,HAYWARD MUNI AP
USW00094978,NE,TEKAMAH MUNI AP
USW00094985,WI,MARSHFIELD MUNI AP
USW00094988,IA,MARSHALLTOWN MUNI AP
USW00094989,IA,AMES MUNI AP
USW00094991,IA,LAMONI MUNI AP
USW00094993,SD,SISSETON MUNI AP
USW00094994,WI,BOSCOBEL AP
VQW00011624,VI,CHRISTIANSTED AP
VQW00011640,VI,CHARLOTTE AMALIE AP
